id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156	
213851_at	TMEM110	P	F	P	P	F	F	M	P	
201146_at	NFE2L2	P	P	P	P	P	F	P	P	
219968_at	ZNF589	P	F	M	P	P	F	P	P	
208478_s_at	BAX	P	P	P	P	P	M	P	P	
201032_at	BLCAP	P	P	P	P	P	P	P	P	
217752_s_at	CNDP2	P	P	P	P	P	P	P	P	
202916_s_at	FAM20B	P	M	P	P	M	F	P	P	
207808_s_at	PROS1	F	F	F	F	F	F	F	F	
207196_s_at	TNIP1	P	P	P	P	P	M	P	P	
212180_at	CRKL	P	P	P	P	P	F	P	P	
222125_s_at	P4HTM	P	P	P	P	P	M	P	P	
208872_s_at	REEP5	P	M	P	P	P	F	P	P	
203521_s_at	ZNF318	P	P	P	P	M	F	P	P	
217809_at	BZW2	P	P	P	P	P	M	P	P	
208647_at	FDFT1	P	P	P	P	P	F	P	P	
204605_at	CGRRF1	P	P	P	P	M	F	P	P	
201391_at	TRAP1	P	P	P	P	P	F	P	P	
219082_at	AMDHD2	M	F	P	P	F	F	P	P	
202678_at	GTF2A2	P	P	P	P	P	P	P	P	
205161_s_at	PEX11A	F	P	F	F	F	F	F	F	
207805_s_at	PSMD9	P	P	P	P	P	P	P	P	
219821_s_at	GFOD1	F	F	M	P	F	F	M	M	
203208_s_at	MTFR1	P	P	P	P	P	F	P	P	
221142_s_at	PECR	M	P	F	M	F	F	M	M	
201899_s_at	UBE2A	P	P	P	P	P	P	P	P	
202891_at	NIT1	P	P	P	P	P	F	P	P	
203373_at	SOCS2	M	F	M	P	F	F	F	P	
205691_at	SYNGR3	F	F	F	F	F	F	F	F	
218249_at	ZDHHC6	P	P	P	P	M	F	P	P	
205055_at	ITGAE	P	P	P	P	P	M	P	P	
207535_s_at	NFKB2	F	F	F	F	F	F	F	F	
201314_at	STK25	P	P	P	P	P	P	P	P	
204808_s_at	TMEM5	P	P	P	P	P	F	P	P	
202394_s_at	ABCF3	P	P	P	P	P	M	P	P	
213995_at	ATP5S	M	M	P	P	M	F	P	P	
213669_at	FCHO1	F	F	M	M	F	F	F	P	
217722_s_at	NGRN	M	F	F	F	F	F	P	M	
213844_at	HOXA5	F	P	F	F	F	F	F	F	
202696_at	OXSR1	P	P	P	P	P	M	P	P	
200678_x_at	GRN	P	P	P	P	P	P	P	P	
201074_at	SMARCC1	P	P	P	P	P	M	P	P	
218014_at	NUP85	P	P	P	P	P	P	P	P	
219461_at	PAK6	F	F	F	F	F	F	F	F	
205498_at	GHR	F	F	F	F	F	F	F	F	
221046_s_at	GTPBP8	M	M	P	P	M	F	P	P	
209092_s_at	GLOD4	P	P	P	P	P	P	P	P	
208820_at	PTK2	P	P	P	P	P	M	P	P	
202246_s_at	CDK4	P	P	P	P	P	P	P	P	
203464_s_at	EPN2	P	P	P	P	P	P	P	P	
220094_s_at	CCDC90A	P	F	P	P	F	F	P	P	
203233_at	IL4R	P	M	P	P	M	F	P	P	
212943_at	KIAA0528	P	P	P	P	P	M	P	P	
218292_s_at	PRKAG2	P	P	P	P	P	F	P	P	
205051_s_at	KIT	F	F	F	F	F	F	F	F	
218046_s_at	MRPS16	P	P	P	P	P	M	P	P	
207238_s_at	PTPRC	P	F	M	P	F	F	M	P	
200024_at	RPS5	M	F	P	M	F	F	P	P	
221567_at	NOL3	P	P	P	P	P	F	P	P	
203405_at	PSMG1	P	P	P	P	P	P	P	P	
218215_s_at	NR1H2	P	M	P	P	M	F	P	P	
212281_s_at	TMEM97	P	P	P	P	P	M	P	P	
201932_at	LRRC41	P	P	P	P	P	P	P	P	
205190_at	PLS1	P	P	P	P	P	F	P	P	
218845_at	DUSP22	P	P	P	P	P	F	P	P	
212453_at	KIAA1279	P	P	P	P	P	M	P	P	
203379_at	RPS6KA1	P	P	P	P	P	M	P	P	
202371_at	TCEAL4	P	P	P	P	P	M	P	P	
203302_at	DCK	P	P	P	P	P	M	P	P	
202184_s_at	NUP133	P	P	P	P	P	M	P	P	
202153_s_at	NUP62	P	P	P	P	P	M	P	P	
215945_s_at	TRIM2	P	P	P	P	P	F	P	P	
204466_s_at	SNCA	P	P	P	P	P	P	P	P	
208611_s_at	SPTAN1	P	M	P	P	M	F	P	M	
208309_s_at	MALT1	P	P	P	P	P	F	P	P	
218679_s_at	VPS28	P	F	P	P	M	F	P	P	
219573_at	LRRC16A	M	F	F	M	F	F	F	M	
217784_at	YKT6	P	P	P	P	P	P	P	P	
207993_s_at	CHP	F	F	F	F	F	F	F	M	
209408_at	KIF2C	P	P	P	P	P	F	P	P	
202784_s_at	NNT	P	P	P	P	P	M	P	P	
209262_s_at	NR2F6	P	P	P	P	P	M	P	P	
202310_s_at	COL1A1	M	F	M	P	F	F	M	F	
218695_at	EXOSC4	F	F	F	F	F	F	F	P	
204695_at	CDC25A	P	P	P	P	P	F	P	P	
208690_s_at	PDLIM1	P	P	P	P	M	M	P	P	
218358_at	CRELD2	P	F	M	M	F	F	M	P	
201746_at	TP53	P	P	P	P	P	M	P	P	
200791_s_at	IQGAP1	P	P	P	P	P	M	P	P	
216913_s_at	RRP12	P	P	P	P	P	F	P	P	
209608_s_at	ACAT2	P	F	P	P	P	F	M	P	
201693_s_at	EGR1	F	P	F	M	F	F	P	F	
207847_s_at	MUC1	M	M	P	P	F	F	P	P	
212910_at	THAP11	P	F	M	P	M	F	M	P	
209464_at	AURKB	P	P	P	P	P	P	P	P	
203973_s_at	CEBPD	P	F	P	P	F	F	P	P	
211015_s_at	HSPA4	P	P	P	P	P	P	P	P	
215903_s_at	MAST2	P	P	P	P	P	F	P	P	
218547_at	DHDDS	P	P	P	P	M	F	P	P	
201292_at	TOP2A	P	P	P	P	P	P	P	P	
209304_x_at	GADD45B	M	F	P	P	M	F	P	P	
203315_at	NCK2	P	M	P	P	M	F	P	P	
204092_s_at	AURKA	P	P	P	P	P	F	P	P	
203288_at	KIAA0355	P	F	F	F	F	F	F	F	
203188_at	B3GNT1	P	P	P	P	P	F	P	P	
203303_at	DYNLT3	P	M	P	P	M	F	P	P	
204995_at	CDK5R1	F	M	F	M	F	F	F	M	
218571_s_at	CHMP4A	P	F	P	P	M	F	P	P	
203546_at	IPO13	P	M	P	P	M	F	P	P	
201339_s_at	SCP2	P	P	P	P	P	F	P	P	
221449_s_at	ITFG1	P	M	P	M	M	F	P	P	
204828_at	RAD9A	M	F	M	P	F	F	M	M	
203258_at	DRAP1	P	P	P	P	P	P	P	P	
209875_s_at	SPP1	P	P	F	F	F	P	P	F	
200825_s_at	HYOU1	P	P	P	P	P	F	P	P	
205202_at	PCMT1	P	P	P	P	P	M	P	P	
209189_at	FOS	P	M	P	P	F	F	F	M	
210105_s_at	FYN	M	F	M	M	F	F	P	P	
219952_s_at	MCOLN1	M	M	M	P	F	F	M	P	
202431_s_at	MYC	P	P	P	P	P	P	P	P	
201565_s_at	ID2	F	F	P	P	F	F	F	M	
203616_at	POLB	P	P	P	P	M	F	P	P	
209662_at	CETN3	P	P	P	P	P	F	P	P	
204679_at	KCNK1	F	F	F	F	F	F	F	F	
212849_at	AXIN1	P	M	P	P	M	F	P	P	
201664_at	SMC4	P	P	P	P	P	P	P	P	
202052_s_at	RAI14	P	P	P	P	P	P	P	P	
201827_at	SMARCD2	P	P	P	P	P	F	P	P	
218435_at	DNAJC15	P	P	P	P	P	M	P	P	
201875_s_at	MPZL1	P	P	P	P	P	F	P	P	
213150_at	HOXA10	F	F	P	F	F	F	P	F	
202647_s_at	NRAS	P	P	P	P	P	F	P	P	
208050_s_at	CASP2	M	F	P	P	F	F	P	P	
201323_at	EBNA1BP2	P	P	P	P	P	P	P	P	
208407_s_at	CTNND1	P	P	P	P	P	F	P	P	
203648_at	TATDN2	M	M	P	P	F	F	M	M	
201186_at	LRPAP1	P	P	P	P	P	P	P	P	
214741_at	ZNF131	P	P	P	P	P	M	P	P	
221478_at	BNIP3L	P	P	P	P	P	M	P	P	
218780_at	HOOK2	M	F	M	M	F	F	M	P	
216836_s_at	ERBB2	P	P	P	P	P	M	P	P	
208398_s_at	TBPL1	P	M	P	P	M	F	P	P	
202809_s_at	INTS3	P	P	P	P	P	F	P	P	
211318_s_at	RAE1	P	P	P	P	P	F	P	P	
203213_at	CDK1	P	P	P	P	P	P	P	P	
212968_at	RFNG	P	P	P	P	P	F	P	P	
221779_at	MICALL1	M	P	P	P	F	F	M	P	
203306_s_at	SLC35A1	P	M	P	P	M	F	P	P	
203068_at	KLHL21	F	M	F	M	F	F	P	M	
201709_s_at	NIPSNAP1	M	F	M	P	M	F	M	P	
202518_at	BCL7B	P	M	P	P	M	F	P	P	
203221_at	TLE1	P	P	P	P	P	P	P	P	
203705_s_at	FZD7	P	P	P	P	P	F	P	P	
203046_s_at	TIMELESS	P	P	P	P	P	M	P	P	
203073_at	COG2	P	M	P	P	M	F	P	P	
212648_at	DHX29	P	P	P	P	P	F	P	P	
201069_at	MMP2	P	M	P	P	F	F	P	P	
218001_at	MRPS2	P	P	P	P	P	P	P	P	
218474_s_at	KCTD5	P	M	P	P	P	F	P	P	
203919_at	TCEA2	P	P	P	P	P	M	P	P	
217931_at	CNPY3	P	P	P	P	P	M	P	P	
202949_s_at	FHL2	P	P	P	P	P	P	P	P	
202604_x_at	ADAM10	P	P	P	P	P	M	P	P	
200895_s_at	FKBP4	P	P	P	P	P	P	P	P	
205173_x_at	CD58	P	P	P	P	P	P	P	P	
202423_at	KAT6A	P	P	P	P	M	F	P	P	
211297_s_at	CDK7	P	P	P	P	P	P	P	P	
203130_s_at	KIF5C	F	F	F	M	F	F	F	M	
210719_s_at	HMG20B	P	P	P	P	P	P	P	P	
204089_x_at	MAP3K4	M	F	M	P	F	F	M	M	
202927_at	PIN1	P	P	P	P	P	P	P	P	
201531_at	ZFP36	P	P	P	P	P	F	P	P	
202794_at	INPP1	P	P	P	P	P	M	P	P	
219061_s_at	LAGE3	M	F	M	P	F	F	M	P	
207419_s_at	RAC2	P	P	P	P	P	M	P	P	
218856_at	TNFRSF21	P	P	P	P	P	P	P	P	
203665_at	HMOX1	M	F	M	P	F	F	M	P	
206364_at	KIF14	F	F	M	P	M	F	F	P	
211980_at	COL4A1	P	P	P	P	P	F	P	P	
208891_at	DUSP6	P	P	P	P	P	P	P	P	
209163_at	CYB561	P	P	P	P	P	F	P	P	
201719_s_at	EPB41L2	P	P	P	P	P	M	P	P	
201040_at	GNAI2	P	P	P	P	P	M	P	P	
201185_at	HTRA1	P	P	P	P	M	F	P	P	
36936_at	TSTA3	P	P	P	P	P	F	P	P	
204042_at	WASF3	F	F	F	P	F	F	F	F	
201697_s_at	DNMT1	P	P	P	P	P	P	P	P	
209109_s_at	TSPAN6	P	P	P	P	M	P	P	P	
212231_at	FBXO21	P	M	P	P	P	M	P	P	
209515_s_at	RAB27A	P	P	P	P	M	F	P	P	
1007_s_at	DDR1	P	F	P	P	F	F	M	P	
218852_at	PPP2R3C	P	P	P	P	P	F	P	P	
206170_at	ADRB2	P	P	P	P	M	F	P	M	
202651_at	LPGAT1	P	P	P	P	P	F	P	P	
202703_at	DUSP11	P	P	P	P	P	F	P	P	
209409_at	GRB10	P	P	P	P	P	F	P	P	
204475_at	MMP1	P	P	P	P	P	P	P	P	
203120_at	TP53BP2	P	P	P	P	P	M	P	P	
202284_s_at	CDKN1A	P	P	P	P	P	M	P	P	
204812_at	ZW10	P	P	P	P	P	M	P	P	
209083_at	CORO1A	M	F	M	M	F	F	M	P	
202011_at	TJP1	P	M	P	P	M	F	P	P	
203192_at	ABCB6	P	P	P	P	P	F	P	P	
209045_at	XPNPEP1	P	P	P	P	M	F	P	P	
205088_at	MAMLD1	P	M	P	P	P	F	P	P	
201761_at	MTHFD2	P	P	P	P	P	M	P	P	
217901_at	DSG2	P	P	P	P	P	F	P	P	
203456_at	PRAF2	P	P	P	P	P	M	P	P	
202776_at	DNTTIP2	P	P	P	P	P	P	P	P	
222217_s_at	SLC27A3	P	P	P	P	M	F	P	P	
202910_s_at	CD97	P	P	P	P	P	P	P	P	
202602_s_at	HTATSF1	P	P	P	P	P	P	P	P	
201887_at	IL13RA1	P	P	P	P	P	F	P	P	
201774_s_at	NCAPD2	P	P	P	P	P	M	P	P	
203566_s_at	AGL	M	F	P	M	F	F	F	P	
201361_at	TMEM109	P	P	P	P	P	P	P	P	
201853_s_at	CDC25B	P	P	P	P	P	P	P	P	
202637_s_at	ICAM1	P	M	P	P	M	F	P	M	
209603_at	GATA3	F	P	P	F	F	F	F	F	
202188_at	NUP93	P	M	P	P	M	F	P	P	
204458_at	PLA2G15	P	M	P	P	M	F	P	P	
209507_at	RPA3	P	M	P	P	F	F	P	P	
201080_at	PIP4K2B	P	P	P	P	M	F	P	P	
202720_at	TES	P	P	P	P	P	P	P	P	
201959_s_at	MYCBP2	P	M	P	P	M	F	P	P	
203458_at	SPR	P	P	P	P	P	M	P	P	
201121_s_at	PGRMC1	P	P	P	P	P	P	P	P	
205205_at	RELB	P	M	P	P	F	F	P	P	
201000_at	AARS	P	P	P	P	P	M	P	P	
209588_at	EPHB2	P	P	P	P	P	F	P	P	
202756_s_at	GPC1	P	M	P	P	M	F	P	P	
212973_at	RPIA	P	P	P	P	P	P	P	P	
201767_s_at	ELAC2	P	P	P	P	P	P	P	P	
212070_at	GPR56	P	P	P	P	P	F	P	P	
207877_s_at	NVL	P	P	P	P	P	M	P	P	
202446_s_at	PLSCR1	M	F	M	P	F	F	P	M	
205393_s_at	CHEK1	P	P	P	P	P	F	P	P	
202087_s_at	CTSL1	P	P	P	P	P	P	P	P	
200766_at	CTSD	P	P	P	P	P	P	P	P	
210153_s_at	ME2	P	P	P	P	P	F	P	P	
209435_s_at	ARHGEF2	P	P	P	P	M	F	P	P	
205463_s_at	PDGFA	P	M	P	P	P	F	P	P	
201234_at	ILK	P	P	P	P	P	P	P	P	
214061_at	WDR67	P	P	P	P	P	F	P	P	
203574_at	NFIL3	P	M	P	P	M	F	P	P	
203696_s_at	RFC2	P	P	P	P	P	M	P	P	
202208_s_at	ARL4C	P	P	P	P	P	F	P	P	
218316_at	TIMM9	P	P	P	P	P	P	P	P	
202119_s_at	CPNE3	P	P	P	P	P	P	P	P	
205085_at	ORC1	P	P	P	P	P	M	P	P	
205500_at	C5	M	F	F	M	F	F	F	F	
214086_s_at	PARP2	P	P	P	P	P	F	P	P	
219016_at	FASTKD5	P	P	P	P	P	F	P	P	
201462_at	SCRN1	P	P	P	P	P	M	P	P	
209166_s_at	MAN2B1	P	P	P	P	P	M	P	P	
217777_s_at	PTPLAD1	P	P	P	P	P	F	P	P	
219281_at	MSRA	P	P	P	P	P	M	P	P	
201502_s_at	NFKBIA	P	P	P	P	P	F	P	P	
201572_x_at	DCTD	P	P	P	P	P	P	P	P	
202761_s_at	SYNE2	M	F	M	M	F	F	M	F	
201152_s_at	MBNL1	P	P	P	P	P	F	P	P	
201817_at	UBE3C	P	P	P	P	P	P	P	P	
218175_at	CCDC92	P	P	P	P	P	F	P	P	
203360_s_at	MYCBP	P	P	P	P	P	P	P	P	
209774_x_at	CXCL2	M	F	M	P	F	F	M	P	
202716_at	PTPN1	P	P	P	P	P	P	P	P	
202427_s_at	BRP44	P	P	P	P	P	P	P	P	
219184_x_at	TIMM22	P	P	P	P	P	M	P	P	
204999_s_at	ATF5	P	P	P	P	M	F	P	P	
203013_at	ECD	P	P	P	P	P	F	P	P	
200810_s_at	CIRBP	P	P	P	P	P	F	P	P	
215093_at	NSDHL	P	P	P	P	P	F	P	P	
217761_at	ADI1	P	P	P	P	P	F	P	P	
203927_at	NFKBIE	P	F	M	P	F	F	M	P	
218168_s_at	ADCK3	F	F	F	F	F	F	F	F	
202458_at	PRSS23	P	P	P	P	P	P	P	P	
204093_at	CCNH	P	M	P	P	M	F	P	P	
213343_s_at	GDPD5	M	F	M	P	F	F	M	P	
202733_at	P4HA2	P	P	P	P	P	F	P	P	
202813_at	TARBP1	P	P	P	P	M	F	P	P	
200078_s_at	ATP6V0B	P	P	P	P	P	F	P	P	
219222_at	RBKS	M	F	P	P	M	F	M	P	
200752_s_at	CAPN1	P	P	P	P	P	F	P	P	
212689_s_at	KDM3A	P	M	P	P	M	F	P	P	
211725_s_at	BID	P	P	P	P	M	F	P	P	
202260_s_at	STXBP1	P	M	P	P	M	F	P	P	
201125_s_at	ITGB5	P	P	P	P	P	P	P	P	
203346_s_at	MTF2	P	P	P	P	P	F	P	P	
208894_at	HLA-DRA	P	M	M	P	F	F	M	P	
203123_s_at	SLC11A2	M	F	P	P	M	F	P	P	
203857_s_at	PDIA5	F	F	F	M	F	F	F	F	
204484_at	PIK3C2B	F	F	F	F	F	F	M	P	
203911_at	RAP1GAP	F	F	F	M	F	F	M	P	
212833_at	SLC25A46	P	P	P	P	P	M	P	P	
212899_at	CDK19	P	M	P	P	F	F	P	P	
205895_s_at	NOLC1	P	P	P	P	P	F	P	P	
201432_at	CAT	P	P	P	P	P	M	P	P	
204711_at	KIAA0753	P	M	P	P	M	F	P	P	
203367_at	DUSP14	P	P	P	P	P	F	P	P	
212462_at	KAT6B	P	M	P	P	F	F	P	P	
212624_s_at	CHN1	M	F	M	P	M	F	P	M	
208025_s_at	HMGA2	P	M	P	P	F	F	P	M	
212143_s_at	IGFBP3	P	P	P	P	P	M	P	P	
210058_at	MAPK13	P	P	P	P	P	M	P	P	
202241_at	TRIB1	P	P	M	P	F	F	M	P	
218050_at	UFM1	P	F	P	P	P	F	P	P	
205349_at	GNA15	P	M	P	P	M	F	P	P	
203050_at	TP53BP1	P	P	P	P	M	F	P	P	
221308_at	FRS2	P	F	P	P	M	F	P	P	
217900_at	IARS2	P	P	P	P	P	P	P	P	
208945_s_at	BECN1	P	P	P	P	P	F	P	P	
209710_at	GATA2	M	F	M	P	F	F	M	M	
200698_at	KDELR2	P	P	P	P	P	F	P	P	
209050_s_at	RALGDS	P	P	P	P	P	F	P	P	
201727_s_at	ELAVL1	P	P	P	P	P	F	P	P	
202599_s_at	NRIP1	M	F	M	P	F	F	M	M	
202705_at	CCNB2	P	P	P	P	P	P	P	P	
204191_at	IFNAR1	P	M	P	P	F	F	P	P	
217871_s_at	MIF	P	P	P	P	P	P	P	P	
200060_s_at	RNPS1	P	P	P	P	P	P	P	P	
205417_s_at	DAG1	P	P	P	P	P	F	P	P	
203408_s_at	SATB1	F	F	F	F	F	F	F	P	
221230_s_at	ARID4B	P	P	P	P	P	F	P	P	
218847_at	IGF2BP2	P	M	P	P	M	F	P	P	
209531_at	GSTZ1	P	P	P	P	P	P	P	P	
201393_s_at	IGF2R	P	P	P	P	P	M	P	P	
218346_s_at	SESN1	F	F	M	M	F	F	M	M	
212665_at	TIPARP	P	P	P	P	P	M	P	P	
201380_at	CRTAP	P	P	P	P	P	F	P	P	
201997_s_at	SPEN	P	P	P	P	P	F	P	P	
218350_s_at	GMNN	P	P	P	P	P	P	P	P	
201102_s_at	PFKL	P	P	P	P	P	F	P	P	
202880_s_at	CYTH1	M	F	P	P	M	F	M	P	
203067_at	PDHX	P	P	P	P	P	M	P	P	
221081_s_at	DENND2D	P	F	M	M	F	F	M	P	
201494_at	PRCP	P	P	P	P	P	F	P	P	
214074_s_at	CTTN	P	P	P	P	M	F	P	P	
213720_s_at	SMARCA4	P	M	P	P	M	F	P	P	
202990_at	PYGL	P	P	P	P	P	P	P	P	
218108_at	UBR7	P	P	P	P	P	M	P	P	
210761_s_at	GRB7	P	P	P	P	P	F	P	P	
201756_at	RPA2	P	P	P	P	P	P	P	P	
204489_s_at	CD44	P	P	P	P	P	P	P	P	
202454_s_at	ERBB3	F	F	F	F	F	F	F	F	
202680_at	GTF2E2	P	P	P	P	P	M	P	P	
218807_at	VAV3	F	F	F	F	F	F	F	F	
221552_at	ABHD6	P	F	P	P	F	F	P	P	
209860_s_at	ANXA7	P	P	P	P	P	M	P	P	
201460_at	MAPKAPK2	P	P	P	P	P	P	P	P	
201266_at	TXNRD1	P	P	P	P	P	P	P	P	
217873_at	CAB39	P	P	P	P	P	F	P	P	
204451_at	FZD1	P	F	M	P	F	F	M	P	
202950_at	CRYZ	P	P	P	P	P	F	P	P	
213135_at	TIAM1	F	F	P	P	F	F	M	P	
203105_s_at	DNM1L	P	P	P	P	P	P	P	P	
202812_at	GAA	F	F	M	P	F	F	M	P	
218102_at	DERA	P	P	P	P	P	P	P	P	
203727_at	SKIV2L	P	P	P	P	P	M	P	P	
202179_at	BLMH	P	P	P	P	P	F	P	P	
203038_at	PTPRK	P	P	P	P	P	M	P	P	
219352_at	HERC6	P	M	P	P	M	F	P	P	
212846_at	RRP1B	P	P	P	P	P	F	P	P	
209467_s_at	MKNK1	P	P	P	P	P	M	P	P	
200972_at	TSPAN3	P	P	P	P	P	M	P	P	
221641_s_at	ACOT9	P	P	P	P	P	P	P	P	
202743_at	PIK3R3	F	F	F	F	F	F	F	F	
202417_at	KEAP1	P	P	P	P	P	P	P	P	
203217_s_at	ST3GAL5	M	F	M	F	F	F	M	M	
202468_s_at	CTNNAL1	P	P	P	P	P	P	P	P	
212330_at	TFDP1	P	P	P	P	P	M	P	P	
218581_at	ABHD4	P	P	P	P	P	F	P	P	
209257_s_at	SMC3	P	P	P	P	P	F	P	P	
205376_at	INPP4B	P	P	P	P	M	F	P	P	
201795_at	LBR	P	P	P	P	P	M	P	P	
202494_at	PPIE	P	P	P	P	P	P	P	P	
212124_at	ZMIZ1	P	P	P	P	P	M	P	P	
208510_s_at	PPARG	P	P	P	P	P	F	P	P	
201174_s_at	TERF2IP	P	P	P	P	P	M	P	P	
201849_at	BNIP3	P	P	P	P	P	P	P	P	
205562_at	RPP38	P	P	P	P	P	F	P	P	
203685_at	BCL2	F	F	F	F	F	F	F	F	
208908_s_at	CAST	P	P	P	P	P	P	P	P	
217911_s_at	BAG3	P	P	P	P	P	P	P	P	
201967_at	RBM6	P	P	P	P	P	M	P	P	
202329_at	CSK	P	P	P	P	P	F	P	P	
40562_at	GNA11	P	P	P	P	P	P	P	P	
202022_at	ALDOC	F	F	F	M	F	F	F	M	
202349_at	TOR1A	P	P	P	P	P	F	P	P	
203775_at	SLC25A13	P	P	P	P	P	M	P	P	
201649_at	UBE2L6	P	P	P	P	P	M	P	P	
207540_s_at	SYK	F	F	F	M	F	F	F	M	
209263_x_at	TSPAN4	P	P	P	P	F	P	P	P	
216321_s_at	NR3C1	P	M	P	P	M	F	P	P	
203557_s_at	PCBD1	P	P	P	P	P	P	P	P	
201611_s_at	ICMT	P	P	P	P	P	M	P	P	
218145_at	TRIB3	P	P	P	P	P	M	P	P	
221539_at	EIF4EBP1	P	P	P	P	P	F	P	P	
212660_at	PHF15	P	M	P	P	M	F	P	P	
211919_s_at	CXCR4	P	P	P	P	P	F	P	P	
202382_s_at	GNPDA1	P	P	P	P	P	M	P	P	
201700_at	CCND3	P	P	P	P	P	P	P	P	
219390_at	FKBP14	P	F	F	M	F	F	M	F	
208424_s_at	CIAPIN1	P	P	P	P	P	F	P	P	
203675_at	NUCB2	P	P	P	P	P	P	P	P	
213190_at	COG7	P	P	P	P	M	F	P	P	
201980_s_at	RSU1	P	P	P	P	P	F	P	P	
206687_s_at	PTPN6	F	F	F	M	F	F	F	F	
209191_at	TUBB6	P	P	P	P	P	P	P	P	
202123_s_at	ABL1	P	P	P	P	P	P	P	P	
204014_at	DUSP4	P	P	P	P	P	M	P	P	
204826_at	CCNF	P	P	P	P	P	F	P	P	
202006_at	PTPN12	P	P	P	P	P	M	P	P	
200799_at	HSPA1A	P	P	P	P	P	F	P	P	
202847_at	PCK2	P	P	P	P	M	F	P	P	
218898_at	FAM57A	P	P	P	P	P	F	P	P	
203132_at	RB1	P	P	P	P	P	F	P	P	
217838_s_at	EVL	F	F	F	M	F	F	F	F	
202722_s_at	GFPT1	P	P	P	P	M	F	P	P	
211729_x_at	BLVRA	P	P	P	P	P	M	P	P	
210640_s_at	GPER	F	F	M	P	F	F	F	P	
202623_at	EAPP	M	F	P	P	F	F	M	P	
202598_at	S100A13	P	P	P	P	P	P	P	P	
201995_at	EXT1	P	P	P	P	P	P	P	P	
201710_at	MYBL2	P	P	P	P	P	F	P	P	
205909_at	POLE2	P	P	P	P	P	F	P	P	
203530_s_at	STX4	P	P	P	P	P	M	P	P	
213384_x_at	PLCB3	P	P	P	P	P	P	P	P	
208716_s_at	TMCO1	P	P	P	P	P	P	P	P	
212875_s_at	C2CD2	M	F	M	P	F	F	M	M	
208644_at	PARP1	P	P	P	P	P	P	P	P	
218093_s_at	ANKRD10	P	M	P	P	P	P	P	P	
204610_s_at	CCDC85B	P	P	P	P	P	M	P	P	
203409_at	DDB2	P	M	P	P	M	F	P	P	
204977_at	DDX10	P	P	P	P	P	M	P	P	
203304_at	BAMBI	P	P	P	P	P	F	P	P	
203494_s_at	CEP57	P	M	P	P	M	F	P	P	
201036_s_at	HADH	P	P	P	P	P	M	P	P	
217763_s_at	RAB31	P	P	P	P	P	M	P	P	
209380_s_at	ABCC5	F	F	F	P	F	F	F	M	
206662_at	GLRX	P	P	P	P	P	M	P	P	
202180_s_at	MVP	P	P	P	P	P	P	P	P	
203209_at	RFC5	P	P	P	P	P	F	P	P	
203395_s_at	HES1	P	P	P	P	P	F	P	P	
200783_s_at	STMN1	P	P	P	P	P	P	P	P	
202528_at	GALE	P	P	P	P	P	P	P	P	
213233_s_at	KLHL9	F	F	F	M	P	F	F	M	
200636_s_at	PTPRF	P	P	P	P	P	F	P	P	
217825_s_at	UBE2J1	P	P	P	P	P	F	P	P	
201968_s_at	PGM1	P	P	P	P	P	P	P	P	
202830_s_at	SLC37A4	P	P	P	P	P	F	P	P	
203570_at	LOXL1	M	M	P	P	F	F	P	M	
202240_at	PLK1	P	P	P	P	P	M	P	P	
201976_s_at	MYO10	P	P	P	P	P	M	P	P	
203246_s_at	NPRL2	P	M	P	P	M	F	P	P	
201847_at	LIPA	P	P	P	P	P	F	P	P	
201608_s_at	PWP1	P	P	P	P	P	M	P	P	
201397_at	PHGDH	F	F	F	F	F	F	F	M	
212717_at	PLEKHM1	P	P	P	P	P	M	P	P	
207871_s_at	ST7	P	M	P	P	M	F	P	M	
208626_s_at	VAT1	P	P	P	P	P	M	P	P	
209341_s_at	IKBKB	F	F	M	M	F	F	M	M	
218755_at	KIF20A	M	P	P	P	P	P	P	P	
203256_at	CDH3	F	F	F	F	F	F	F	F	
202174_s_at	PCM1	M	M	P	P	M	F	P	M	
201631_s_at	IER3	P	P	P	P	P	P	P	P	
203787_at	SSBP2	F	F	M	M	F	F	F	M	
201579_at	FAT1	P	P	P	P	P	P	P	P	
220140_s_at	SNX11	M	F	M	P	F	F	M	P	
202683_s_at	RNMT	P	P	P	P	P	F	P	P	
209260_at	SFN	P	P	P	P	P	M	P	P	
201984_s_at	EGFR	P	P	P	P	P	F	P	P	
202963_at	RFX5	P	P	P	P	M	F	P	P	
201829_at	NET1	P	P	P	P	P	M	P	P	
202732_at	PKIG	P	P	P	P	P	F	P	P	
202447_at	DECR1	P	P	P	P	P	F	P	P	
219170_at	FSD1	P	F	M	M	F	F	M	P	
208898_at	ATP6V1D	P	P	P	P	P	P	P	P	
207143_at	CDK6	M	F	M	M	F	F	P	M	
204126_s_at	CDC45	P	P	P	P	P	F	P	P	
202679_at	NPC1	P	P	P	P	P	F	P	P	
203279_at	EDEM1	P	P	P	P	P	M	P	P	
202016_at	MEST	P	P	P	P	P	P	P	P	
202555_s_at	MYLK	F	F	M	M	F	F	M	F	
203228_at	PAFAH1B3	P	P	P	P	P	P	P	P	
