id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156
200814_at	PSME1	11.8780	11.8445	11.9908	12.0073	12.1416	11.5001	11.9644	11.4434
218597_s_at	CISD1	11.3316	11.0268	11.2545	10.9552	11.4168	10.7300	11.2336	10.6822
217140_s_at	VDAC1	12.4884	12.5774	12.5458	12.5774	10.8138	12.4329	12.6456	12.7736
209253_at	SORBS3	7.6068	7.3755	7.6518	8.8240	7.7438	8.6801	8.4726	7.9614
214404_x_at	SPDEF	8.4794	8.6308	8.4536	8.1731	8.6508	8.1395	7.6098	8.5493
222103_at	ATF1	6.8489	7.3183	7.0577	7.1566	7.3647	6.9344	7.4519	5.7483
219888_at	SPAG4	5.4521	5.5614	5.4695	6.1572	4.8038	5.1780	4.9508	7.1247
207042_at	E2F2	4.5453	4.6011	4.4729	4.5569	4.1786	13.6017	4.8038	4.1981
201453_x_at	RHEB	13.0776	13.1881	13.1881	13.2723	13.3460	13.4131	13.3460	13.1376
203627_at	IGF1R	6.4955	8.2706	6.7926	7.9952	8.1667	8.1395	7.2256	7.9736
204087_s_at	SLC5A6	8.1556	6.5369	8.6778	6.6418	6.8667	6.5004	8.3021	6.7373
204131_s_at	FOXO3	7.2977	7.4421	6.9967	7.4333	7.2606	7.7638	7.0752	8.1933
202388_at	RGS2	6.3062	5.4798	5.9744	6.5320	5.3428	7.1534	4.9726	5.8767
204418_x_at	GSTM2	6.0442	6.2691	5.0141	5.8767	6.2229	6.2421	6.1142	5.8919
205607_s_at	SCYL3	4.7250	5.2635	6.6056	4.9060	5.2972	5.4998	5.3663	5.3352
200059_s_at	RHOA	9.2718	9.3471	9.3763	9.2234	9.6660	9.8312	9.5906	9.6456
213417_at	TBX2	4.7895	4.7752	5.0647	4.6928	5.0533	5.3663	4.8658	5.7871
205963_s_at	DNAJA3	12.6456	11.4048	11.3157	10.9973	10.6769	11.5829	11.7018	12.4083
205067_at	IL1B	5.8251	4.3092	4.8918	5.0440	4.4451	4.0469	4.1367	6.0379
213702_x_at	ASAH1	7.9853	7.2725	7.7605	7.6971	8.2096	5.8568	7.8697	7.8503
212851_at	DCUN1D4	6.5725	8.1395	6.7771	6.4012	6.9181	8.1160	6.7583	7.2233
210151_s_at	DYRK3	7.1566	6.4639	6.6841	6.5853	6.6301	5.8919	6.5236	7.6602
214435_x_at	RALA	8.6914	8.6014	9.0861	8.9236	9.2151	8.8969	8.9029	9.7808
201334_s_at	ARHGEF12	9.8238	10.0220	9.9587	9.6293	9.9103	9.6314	9.5526	8.6661
205811_at	POLG2	7.5598	8.1445	7.8477	10.1850	8.1395	9.5267	7.5800	7.8632
213721_at	SOX2	7.8043	7.3183	6.8616	6.8757	7.3942	6.9833	7.0464	8.0536
203512_at	TRAPPC3	10.8860	10.8538	10.5678	10.9696	10.9973	11.2692	10.9447	11.2692
202627_s_at	SERPINE1	11.0752	11.3119	10.9973	11.0517	11.5896	10.9628	11.2952	10.7575
204849_at	TCFL5	6.7082	7.1986	7.3717	6.9687	7.5358	7.3942	7.2211	5.9744
202224_at	CRK	9.5428	9.6943	9.4707	9.4123	9.6998	9.5618	9.5081	9.3042
217478_s_at	HLA-DMA	5.3352	5.7871	5.6302	5.4798	5.1885	6.0629	5.7540	5.3663
206254_at	EGF	3.4111	4.6564	4.1367	4.4590	3.7421	4.4175	4.5033	4.4881
212591_at	RBM34	5.7327	10.2674	10.1712	10.2698	10.2871	10.2491	10.4043	10.2313
203336_s_at	ITGB1BP1	10.8760	11.2239	11.0268	11.0980	11.3194	10.8390	11.0050	11.0634
203127_s_at	SPTLC2	3.9603	4.6564	3.9070	4.4590	4.8658	4.1981	4.3092	4.2356
210337_s_at	ACLY	10.9552	11.1938	11.0634	10.9628	11.0792	10.9696	11.1500	10.9552
200602_at	APP	13.7567	13.6837	13.6017	13.5117	13.6837	13.2723	13.6837	13.7567
206066_s_at	RAD51C	7.3793	5.1327	7.4519	7.5105	6.3274	7.8827	7.3755	7.5598
218245_at	TSKU	5.6178	6.9181	5.9203	6.2560	7.2211	6.4539	5.3873	5.6461
201589_at	SMC1A	9.9704	6.1518	10.0047	6.6774	10.1586	9.6754	10.1850	8.9236
218113_at	TMEM2	6.5529	6.8289	6.4012	9.8348	6.5135	6.4539	6.6301	4.5569
205581_s_at	NOS3	5.6461	5.4451	4.6696	5.4451	5.3768	5.7142	5.0985	4.8145
201351_s_at	YME1L1	9.3398	9.8906	9.7509	9.2860	9.5428	9.4367	9.3019	9.0306
214274_s_at	ACAA1	7.0890	7.1986	8.5152	7.4935	7.9146	7.3260	7.8827	7.3755
206562_s_at	CSNK1A1	8.7309	8.8656	7.2065	8.9895	9.0117	9.3019	9.1221	8.8915
208687_x_at	HSPA8	10.7620	11.1202	10.9628	11.0792	11.6167	10.8138	11.3733	10.4979
205897_at	NFATC4	4.9508	5.0050	4.2705	4.8253	4.6159	3.9603	4.5033	4.6295
214710_s_at	CCNB1	12.7736	12.6456	12.7037	12.7037	12.7736	12.7037	12.9470	12.7037
203135_at	TBP	8.9318	9.4894	9.1891	9.3974	9.2763	9.1342	9.5168	9.5541
220091_at	SLC2A6	10.3421	10.4326	10.3535	10.2871	9.9654	10.5764	10.3073	10.9447
202908_at	WFS1	7.7438	8.0814	7.7054	7.8018	7.7877	7.6235	7.6635	8.1011
203358_s_at	EZH2	9.8872	9.0695	10.1016	9.0605	9.7615	10.4180	9.2234	8.2986
212403_at	UBE3B	8.8941	10.0160	9.2576	9.6344	8.9683	8.9080	9.8796	9.4020
204949_at	ICAM3	4.5864	5.0760	4.8918	5.2543	5.4207	5.2765	5.2132	4.9508
218086_at	NPDC1	8.3642	8.2879	7.8867	7.9614	8.1751	8.3727	8.1556	8.0589
208950_s_at	ALDH7A1	8.0975	8.1106	8.0706	7.7159	7.9073	8.2215	8.1011	7.6275
204531_s_at	BRCA1	4.6928	5.3049	4.6696	5.0985	5.3207	4.7463	5.2895	4.2899
207416_s_at	NFATC3	7.6635	6.8527	6.9181	6.9181	6.6923	6.8841	7.0276	7.8955
200882_s_at	PSMD4	11.8445	11.8536	11.5590	12.1240	12.0343	11.8780	11.9328	12.1240
201202_at	PCNA	13.6837	13.5117	13.5117	13.8287	13.7567	13.6837	6.0128	12.2861
203709_at	PHKG2	6.1688	6.6471	6.1688	5.7736	6.5725	6.0228	6.9010	5.7483
206501_x_at	ETV1	8.0589	7.8735	7.5671	7.9146	8.2286	7.5976	7.9544	6.0981
212955_s_at	POLR2I	10.6011	10.3225	10.3844	10.4326	10.4180	10.4658	10.2698	9.7708
201548_s_at	KDM5B	6.1142	6.1688	6.7041	5.8500	6.1518	6.2691	5.7054	5.6178
209040_s_at	PSMB8	10.0986	10.2151	10.0463	10.2269	10.2088	5.3663	10.1935	9.4756
218064_s_at	AKAP8L	6.8197	6.5369	6.7258	8.1143	7.8735	7.0839	7.1597	7.0226
212189_s_at	COG4	7.6315	7.9819	7.6935	7.0276	6.8841	8.2836	7.9146	7.7223
201555_at	MCM3	12.5774	12.6690	12.7736	12.6224	12.6456	12.6690	12.7736	11.2885
218290_at	PLEKHJ1	9.3325	8.9516	9.0695	9.2433	9.2433	9.7215	9.0190	9.2559
203138_at	HAT1	9.2073	9.2795	9.1052	9.1404	9.4342	9.0695	9.3359	8.0128
207199_at	TERT	5.1231	5.1885	4.9326	4.9326	4.2705	5.0985	5.1621	5.2635
201503_at	G3BP1	10.2269	10.8240	10.5222	10.6074	10.9753	10.2988	10.8666	9.8551
213292_s_at	SNX13	7.0717	7.7768	6.5320	6.8757	7.3301	6.8331	7.1068	6.8489
203154_s_at	PAK4	8.9742	9.6070	9.7574	9.0190	9.4178	9.2827	9.5526	8.8240
201379_s_at	TPD52L2	9.6943	8.3478	8.9236	9.9244	10.2404	10.0675	8.7591	9.8796
204514_at	DPH2	7.4154	7.8043	7.5134	7.4421	7.9422	7.7822	7.5247	6.5725
217872_at	PIH1D1	9.0168	8.6377	8.8431	9.0560	8.7086	9.0938	8.0727	8.5884
210038_at	PRKCQ	4.7895	4.6928	3.2102	9.8906	4.6812	4.3635	4.0469	5.3503
217789_at	SNX6	9.6314	9.6734	9.5428	9.3903	9.7336	9.7682	9.4075	9.3325
209572_s_at	EED	9.0042	9.1853	9.3359	9.0443	9.1228	9.0145	9.3871	8.1126
204656_at	SHB	8.3781	7.2897	7.9394	7.5958	7.1756	9.4479	8.0727	7.2095
221514_at	UTP14A	8.4477	7.9502	7.7191	7.9476	7.8247	7.8697	7.9853	9.0739
212051_at	WIPF2	7.7358	8.6432	8.4705	8.5960	8.6801	8.3439	8.6483	8.2400
218407_x_at	NENF	10.5442	10.6996	10.9500	10.8860	11.0902	10.8041	10.8938	10.8390
219581_at	TSEN2	8.0672	7.9307	8.0814	8.0706	7.8043	8.4326	7.7732	7.3581
201011_at	RPN1	11.8651	11.9146	11.9080	12.1811	12.2861	11.8651	11.6438	12.1962
218619_s_at	SUV39H1	7.8426	7.8659	8.3987	7.9987	8.0749	8.9516	12.4329	7.6971
204757_s_at	C2CD2L	6.2518	6.5960	6.1279	7.5648	6.7884	5.6105	6.2421	6.5419
203007_x_at	LYPLA1	7.7822	8.2803	8.0097	5.9911	8.1933	7.1756	8.0218	6.0062
202076_at	BIRC2	9.2663	9.6124	9.1949	9.1196	9.2542	9.3676	9.7059	9.1052
206173_x_at	GABPB1	7.7358	7.6439	7.5888	7.7822	7.9587	7.7938	8.1279	7.5958
204756_at	MAP2K5	6.7235	6.9967	6.4683	6.4012	6.9391	6.4297	6.7884	6.9056
202635_s_at	POLR2K	9.1404	9.3325	9.0443	9.2045	9.5267	8.6573	9.5690	8.7256
203110_at	PTK2B	7.6935	6.4955	7.3421	7.2977	7.0464	7.4610	7.0009	7.6498
209899_s_at	PUF60	12.3816	12.5458	12.5995	12.7736	12.5180	6.5757	12.7446	12.5774
210788_s_at	DHRS7	8.1933	8.2803	8.4164	8.4131	8.7199	8.5568	8.7086	9.6974
202093_s_at	PAF1	10.0716	9.9071	9.6875	9.9368	10.1171	9.7422	9.8482	10.2008
212614_at	ARID5B	6.4181	6.1771	6.5052	5.8979	6.0442	5.8431	6.1985	6.5185
207515_s_at	POLR1C	9.5739	9.3129	9.2457	9.4392	9.5213	9.3325	9.1949	9.3903
209615_s_at	PAK1	5.7054	5.9400	5.8431	6.1028	5.5186	5.9817	5.8114	6.2991
201614_s_at	RUVBL1	10.8041	10.6011	10.8538	10.6769	10.8666	10.6153	10.5596	10.5927
207163_s_at	AKT1	11.7358	11.6167	11.2952	11.7127	11.8651	12.0073	11.5693	10.9753
208728_s_at	CDC42	11.1425	10.6182	11.7018	11.2443	11.2336	11.3925	10.8330	11.5963
215980_s_at	IGHMBP2	7.5292	7.4564	7.8606	7.4828	7.5888	7.7391	7.5976	8.2909
202318_s_at	SENP6	9.9391	10.0441	10.1441	9.5511	9.7336	9.7734	9.6418	9.9704
212500_at	ADO	6.6841	7.5729	7.2528	7.4014	7.5888	7.5292	7.5134	5.6609
201841_s_at	HSPB1	12.6690	12.8091	12.6224	12.9004	12.7446	12.7736	12.5995	13.6017
202735_at	EBP	9.4392	9.7734	9.5010	9.7215	9.8348	9.3150	9.6827	10.4449
218584_at	TCTN1	6.2813	5.8324	6.2957	6.1028	6.4297	6.5419	6.2691	6.5320
214259_s_at	AKR7A2	10.4449	10.5361	10.4893	10.5159	10.7862	10.7721	10.3844	10.4893
207620_s_at	CASK	8.2951	8.8766	8.5960	8.4392	8.8136	8.8766	8.2951	7.7223
203338_at	PPP2R5E	10.2649	9.6242	9.8272	9.8105	9.7734	9.8717	9.7215	10.3454
203171_s_at	RRP8	7.0464	7.2348	6.7703	6.7926	7.2812	7.1597	7.3344	6.9880
203726_s_at	LAMA3	5.6694	6.0935	6.2176	6.0581	5.6609	5.2450	6.0442	5.0347
204297_at	PIK3C3	8.0893	7.9146	8.1731	8.1999	8.2650	8.1667	8.2121	8.0893
201170_s_at	BHLHE40	4.9508	5.8049	5.5754	6.2813	7.0890	6.7473	7.1068	6.5619
205034_at	CCNE2	6.7992	7.2851	7.2774	7.1163	6.0128	6.0794	5.4998	6.3133
211715_s_at	BDH1	8.4018	9.0404	8.6508	8.7980	8.7006	8.8915	8.7471	7.8247
215000_s_at	FEZ2	6.3817	6.8097	6.6125	6.6774	6.5789	7.1204	6.6882	6.7280
202491_s_at	IKBKAP	9.1455	9.4479	9.5840	9.3763	9.3019	9.9244	9.5819	8.9481
201811_x_at	SH3BP5	6.6056	6.7703	6.1985	6.5960	6.5278	6.1688	6.6668	8.0295
202187_s_at	PPP2R5A	7.5695	8.5444	8.7471	8.4018	8.5913	8.6483	7.9544	9.0354
205120_s_at	SGCB	8.5493	7.6935	7.8208	7.6202	7.6935	8.0379	8.6294	7.8018
203442_x_at	EML3	7.5958	7.6315	7.7822	7.5836	7.5729	7.9736	7.4742	7.3056
217956_s_at	ENOPH1	10.9167	11.3458	11.2692	11.1425	11.5311	10.8240	11.3458	10.8138
202095_s_at	BIRC5	11.4715	11.5311	11.5001	11.4434	11.5001	11.8445	11.3925	10.5442
203291_at	CNOT4	6.9833	7.4014	7.2528	7.3793	7.4377	7.2348	7.3942	7.4122
200843_s_at	EPRS	10.0716	10.1247	10.3713	10.2988	10.4210	10.1016	10.0384	10.6212
202507_s_at	SNAP25	9.4540	3.4111	9.7264	9.6924	9.6034	9.4821	3.6654	4.0790
212723_at	JMJD6	10.8566	10.8985	10.6418	11.1835	11.0634	11.0902	11.1202	11.1425
121_at	PAX8	6.2647	6.3062	6.1279	6.5574	6.5619	6.3701	6.4784	6.8667
209682_at	CBLB	6.1337	6.4221	6.4012	6.2560	6.6125	7.1290	6.4382	6.8243
218826_at	SLC35F2	9.5386	9.8646	9.7912	9.5840	9.9391	9.7994	10.1136	9.4280
218910_at	ANO10	7.7992	8.1106	8.0536	8.2071	8.3315	7.9970	8.4794	8.8567
212140_at	PDS5A	9.6437	9.6905	9.6943	9.7615	10.0441	9.8646	9.8384	9.5386
206752_s_at	DFFB	6.6056	5.8646	5.9954	6.2560	5.8723	5.8723	6.2957	6.5960
217934_x_at	STUB1	12.8482	12.6109	12.6690	13.0776	12.6224	13.0776	12.8091	12.6456
200886_s_at	PGAM1	13.6017	13.8287	13.8287	13.6837	13.8287	13.9548	13.7567	13.3460
209747_at	TGFB3	7.2444	5.4896	6.5320	6.7235	5.7054	5.9577	6.3761	8.2879
209364_at	BAD	10.6074	10.7336	10.6769	10.9753	10.5401	11.0191	10.6153	10.9859
200670_at	XBP1	7.8208	8.2047	8.0975	8.2180	8.7855	7.9544	8.3708	8.7668
201158_at	NMT1	8.3254	8.8656	8.1731	8.7542	8.8455	9.0605	8.5362	8.0037
219485_s_at	PSMD10	8.8455	7.8998	8.9915	7.9238	7.8400	8.4148	8.0337	8.7471
202109_at	ARFIP2	9.9007	10.0695	10.0384	10.1016	10.1171	10.3421	9.9704	10.0935
203884_s_at	RAB11FIP2	7.6129	7.7054	7.6709	7.5105	7.4785	7.3452	7.6899	7.8452
202945_at	FPGS	8.7855	9.7402	9.0228	9.0956	9.9391	9.8959	8.9708	8.3987
202811_at	STAMBP	9.5690	9.1228	9.6456	9.5541	9.4123	9.1567	9.6754	9.9039
204061_at	PRKX	6.7001	6.1142	6.2421	6.4332	5.9577	6.0228	6.6125	6.9880
206050_s_at	RNH1	11.7855	11.9773	11.9328	11.7993	11.7626	12.2231	5.8979	12.2462
221492_s_at	ATG3	7.9687	9.1429	7.7307	8.0097	8.3078	9.1921	9.1283	8.6377
202862_at	FAH	8.5595	8.5152	8.2250	8.6867	8.8729	8.7199	8.5293	8.1395
204725_s_at	NCK1	9.3260	9.3763	9.2860	9.4707	9.4574	9.3871	9.1781	9.1628
201136_at	PLP2	10.8330	10.6622	10.9080	10.9332	10.7336	11.2129	10.7051	11.0902
209939_x_at	CFLAR	8.9131	5.5186	8.5622	8.7256	9.1798	8.6801	8.6143	8.3727
201416_at	SOX4	6.4539	8.4213	6.2421	5.5186	5.7674	5.5754	5.9400	4.4881
218595_s_at	HEATR1	9.3974	10.4365	10.1586	10.5222	10.5159	10.3584	10.5323	10.4568
204106_at	TESK1	9.9322	8.5837	8.6224	8.8346	8.5568	8.8512	8.7887	9.9475
212115_at	HN1L	9.4392	9.8384	9.6660	9.8025	9.9283	9.5819	9.7277	9.3903
212880_at	WDR7	6.7583	6.0935	6.0794	6.0303	5.8865	6.6360	6.2691	6.6774
203848_at	AKAP8	7.9502	8.4044	7.9450	8.1143	7.8503	7.6870	9.2827	7.3452
201628_s_at	RRAGA	9.5840	9.4608	9.4865	9.4574	9.4865	9.3437	8.6718	9.2151
204256_at	ELOVL6	9.6687	9.7682	9.7422	9.7838	9.7912	9.6097	9.9368	10.3421
212811_x_at	SLC1A4	5.1422	5.6240	5.5443	10.2515	5.7996	5.3663	5.9780	5.8178
202324_s_at	ACBD3	8.2180	8.7980	8.4705	8.3665	8.1247	8.4497	7.7621	8.1160
221549_at	GRWD1	7.3942	7.6935	7.9238	7.5729	8.8867	7.4742	8.6098	7.1943
204285_s_at	PMAIP1	9.6875	9.6845	9.9196	9.7383	9.4732	9.7422	9.9220	9.5654
200887_s_at	STAT1	8.4069	8.5362	8.9446	8.5152	8.5708	8.4588	8.7591	6.9300
206015_s_at	FOXJ3	8.2706	8.2951	9.5386	8.3557	8.6308	8.5493	9.2620	9.6943
202009_at	TWF2	9.0938	9.0583	8.8969	9.1664	9.3533	9.6418	8.7347	9.0861
206846_s_at	HDAC6	9.8025	10.5159	10.2088	9.9556	10.2353	10.1878	10.3454	10.7165
219363_s_at	MTERFD1	10.6478	9.7264	9.5618	10.4326	9.2101	9.7290	9.4123	9.6714
208711_s_at	CCND1	8.2047	8.6661	9.0560	8.3199	8.8999	8.7471	8.0483	7.5105
219492_at	CHIC2	9.2264	7.5437	8.0589	9.1236	8.1933	7.8043	8.9446	8.8969
201087_at	PXN	12.7037	12.7037	12.8091	12.6690	12.7037	12.8091	12.6690	12.7446
201498_at	USP7	6.3474	7.0717	7.2528	7.0425	6.8667	7.1943	6.9833	6.1464
217950_at	NOSIP	8.7128	8.8214	8.6294	8.7835	8.6308	8.4726	8.6014	9.0090
202738_s_at	PHKB	6.6524	7.3647	7.5358	7.4705	7.1943	7.2937	7.3102	6.7001
209095_at	DLD	10.7336	10.8330	11.0980	10.9447	11.0980	11.2952	11.2545	10.2151
214062_x_at	NFKBIB	6.8565	6.0379	6.3215	6.4841	6.7001	6.7992	6.6668	6.2868
207842_s_at	CASC3	9.4923	9.2977	9.4540	9.1508	9.5541	9.6590	9.1707	8.7887
217496_s_at	IDE	5.4521	6.2091	5.7871	6.0794	6.5419	6.1985	6.4539	5.9864
205153_s_at	CD40	9.5329	8.6508	8.6573	8.6056	8.2836	8.3383	8.8102	9.3042
200617_at	MLEC	12.3124	12.1240	12.3644	12.3644	12.3124	12.4633	12.3124	11.9773
207034_s_at	GLI2	6.0442	5.8646	5.3768	5.8767	5.6240	5.4521	5.9400	6.1572
209161_at	PRPF4	9.1221	9.7778	9.6070	9.2126	9.5769	9.5168	9.7838	9.2663
204825_at	MELK	11.6078	11.7230	11.4581	11.5451	11.7721	11.5311	11.7230	10.8985
200083_at	USP22	12.4633	12.7446	12.2707	12.4884	12.6690	11.7924	12.6224	12.3816
201763_s_at	DAXX	9.2410	9.0828	8.8346	9.3207	9.0605	9.2457	9.2718	9.6124
200929_at	TMED10	10.7051	10.9973	11.0380	11.0050	11.0191	11.0050	10.9552	10.8510
202230_s_at	CHERP	8.7651	8.4164	9.4629	9.3655	8.4497	9.7838	9.1455	8.9349
205398_s_at	SMAD3	9.4679	9.7402	8.1815	8.5855	9.5511	8.1872	8.3408	7.7605
208717_at	OXA1L	11.6167	7.1454	11.8780	11.6721	7.4610	11.7674	11.7626	11.7993
204369_at	PIK3CA	8.4326	8.4794	8.1933	8.2678	8.0916	8.2678	8.7199	8.9851
205573_s_at	SNX7	11.0902	10.1136	10.3148	10.3098	9.9926	9.7422	10.3348	11.1038
204985_s_at	TRAPPC6A	7.7127	7.5292	7.2977	7.6468	7.0226	7.4421	7.4519	8.4069
212255_s_at	ATP2C1	9.6034	9.4280	9.4196	9.3903	9.0117	9.5038	9.1628	9.4418
218399_s_at	CDCA4	8.6377	8.5913	8.7199	8.8540	9.7574	8.8376	8.6432	7.7605
212054_x_at	TBC1D9B	7.9331	8.8969	8.8891	8.7651	7.5134	7.6870	8.9349	8.2047
201671_x_at	USP14	8.6457	7.7191	7.5671	7.6841	8.7950	8.6867	7.8043	9.1481
202630_at	APPBP2	5.4207	5.5443	5.6778	5.6461	5.7798	5.4521	5.4207	5.5529
202870_s_at	CDC20	13.8287	13.7567	13.9548	13.6017	13.9548	14.0686	13.8287	13.4131
218742_at	NARFL	6.7473	6.4012	6.5853	6.5135	6.7326	6.8963	6.7082	7.2897
200081_s_at	RPS6	14.4146	14.4146	14.4146	14.4146	15.0000	14.4146	14.4146	14.0686
201788_at	DDX42	7.8116	8.5722	8.2145	8.2836	8.1731	7.9422	8.5722	8.3227
200789_at	ECH1	10.8138	10.4939	10.3979	10.7721	10.3421	10.4809	10.4568	11.2015
201833_at	HDAC2	10.5118	10.7749	10.6478	10.6343	10.6153	10.5442	10.3776	10.0546
204549_at	IKBKE	6.0629	6.2469	6.2176	5.5529	6.0935	6.1182	5.6461	5.9121
216598_s_at	CCL2	5.5684	5.5186	5.7054	5.0760	4.7752	5.1327	5.7229	5.6032
203277_at	DFFA	9.2500	8.3781	8.5464	8.5793	8.4148	8.6224	8.7347	9.4161
203465_at	MRPL19	10.7492	11.0050	10.9500	10.9240	10.9080	10.7388	11.0712	11.1308
40829_at	WDTC1	7.8309	7.7907	7.7697	7.9687	8.0536	8.0037	7.8332	8.8512
56197_at	PLSCR3	8.7684	9.1707	8.9708	8.6661	8.8406	8.4685	8.6224	9.1221
212287_at	SUZ12	10.9286	11.1602	11.1938	11.0634	11.1782	10.7300	11.1886	10.9628
203575_at	CSNK2A2	5.6032	5.7871	5.5878	5.9203	5.9996	6.0935	5.7540	6.6418
212206_s_at	H2AFV	8.8867	8.9185	9.1508	8.7426	8.8594	8.1160	8.9993	8.5884
218039_at	NUSAP1	10.3535	10.6875	10.9332	7.4610	10.8760	10.9916	10.7336	9.3974
213191_at	TICAM1	6.4728	6.4728	6.8616	6.5419	6.8963	6.4124	6.5474	7.1122
213689_x_at	FAM69A	10.5519	9.2576	8.9791	9.6551	9.1075	9.2663	10.1557	9.5428
201729_s_at	KIAA0100	9.7778	10.0792	9.7336	10.1320	9.8685	9.8482	9.6293	10.8860
201014_s_at	PAICS	9.0354	9.6809	9.5081	9.2942	9.7682	9.3533	9.2542	8.1395
213324_at	SRC	5.0533	5.4133	5.4695	5.2273	5.4798	5.5878	4.8658	4.9060
211518_s_at	BMP4	11.1602	11.1835	10.9167	10.9080	11.2443	10.5020	11.0517	10.6418
204252_at	CDK2	9.3763	9.5081	9.3655	9.4318	9.2311	9.6097	9.3533	8.3781
218995_s_at	EDN1	9.6998	8.6098	8.5568	8.5493	8.2557	8.7668	8.8803	9.5213
212166_at	XPO7	8.0975	9.8145	9.6176	9.3171	9.5386	7.9970	9.8204	8.1590
220643_s_at	FAIM	7.8503	7.6400	8.6778	7.0952	7.1014	7.7358	7.6635	8.2311
201778_s_at	KIAA0494	8.5084	8.8296	7.9502	8.6432	8.7449	8.4866	8.8346	9.0656
219076_s_at	PXMP2	9.3064	9.4367	9.3502	9.5428	9.2433	9.3260	9.4196	8.8346
201471_s_at	SQSTM1	12.2462	12.3124	12.1962	12.5995	12.5458	12.4083	12.4083	13.5117
200989_at	HIF1A	12.9470	13.0776	13.1376	13.0018	13.1881	12.5995	13.1881	13.0018
203342_at	TIMM17B	11.1729	10.8538	11.0792	11.4048	11.5146	11.7127	11.4048	11.4648
209367_at	STXBP2	8.7507	7.0577	7.1653	8.8455	7.1534	8.7542	7.3219	9.3533
202749_at	WRB	7.2065	8.4461	8.3802	7.1852	8.3781	7.8116	8.5818	6.7771
202942_at	ETFB	8.2622	8.2520	7.8116	8.3665	8.4148	8.3516	8.6914	8.4497
203565_s_at	MNAT1	7.7054	9.1598	8.5362	7.8018	8.3599	8.9742	8.0067	9.0974
212765_at	CAMSAP2	10.4180	9.0956	9.3974	9.7021	9.1171	9.4923	9.5690	10.5596
202854_at	HPRT1	9.8796	10.1320	10.5361	10.3672	10.6418	10.2871	10.5678	9.0938
202986_at	ARNT2	11.5761	10.1712	10.0843	10.0264	9.8932	9.5428	10.4702	11.4324
209567_at	RRS1	7.4668	7.5729	7.6400	7.2065	7.6795	7.4122	7.6635	6.7884
219384_s_at	ADAT1	7.0134	6.0128	6.4433	6.1028	6.2518	5.7674	6.5821	7.2528
200053_at	SPAG7	10.5118	10.0302	10.3073	10.2649	10.3954	10.3979	10.0220	10.3123
212644_s_at	MAPK1IP1L	9.6034	9.8685	10.1205	9.9926	10.0302	9.9134	9.9414	9.1781
218206_x_at	SCAND1	11.7510	11.5001	11.1308	11.7358	11.1500	11.2015	11.2129	11.9644
209215_at	MFSD10	10.9753	11.4895	11.2336	10.3979	11.3733	10.4449	11.1308	11.0458
202911_at	MSH6	10.3584	10.5159	10.5442	10.8713	10.7165	10.8810	10.3979	9.8872
209029_at	COPS7A	10.3979	10.0843	10.3584	10.1771	10.3454	10.6212	10.0843	10.2757
202954_at	UBE2C	12.3644	12.1558	12.4884	12.3816	12.5774	12.1962	12.2231	11.3119
218034_at	FIS1	8.1999	8.5084	8.6098	8.6056	8.5070	9.1283	8.1731	5.8767
203285_s_at	HS2ST1	5.8251	5.6778	5.7674	5.9817	5.6032	5.2765	5.9400	7.2851
218375_at	NUDT9	9.1977	9.1171	9.0938	9.2433	9.1028	8.8214	9.4020	9.7383
212300_at	TXLNA	11.7626	11.8298	11.6721	11.8298	11.9328	11.5693	11.9213	12.1416
200621_at	CSRP1	12.0715	12.4884	12.0194	12.3378	12.2462	12.1811	12.0715	12.5458
200666_s_at	DNAJB1	10.7264	10.8666	10.7051	10.7598	10.6875	10.6693	10.9240	11.2443
219051_x_at	METRN	6.3474	6.6962	6.9344	6.9687	6.7326	7.4122	6.7771	6.8373
202633_at	TOPBP1	8.5722	8.3557	8.0218	8.0939	8.2337	8.0749	8.2250	8.5152
200045_at	ABCF1	11.5311	11.2817	11.4048	11.3733	11.4048	11.4048	11.2817	10.8566
203054_s_at	TCTA	9.4020	9.2663	9.3619	8.9349	9.3207	9.2763	8.9851	11.5001
201212_at	LGMN	7.2233	8.2520	7.5671	7.4282	7.7638	7.5695	7.6498	7.1534
212997_s_at	TLK2	8.8729	7.2233	8.8620	8.4685	8.5708	8.7919	8.5530	6.7643
212795_at	KIAA1033	3.2102	3.2102	4.7608	4.1367	5.0760	8.9915	3.9070	3.6654
204748_at	PTGS2	8.6845	9.0739	8.9993	8.8406	9.1707	2.7622	9.1342	8.2986
209015_s_at	DNAJB6	12.5458	12.1811	12.4083	12.0715	12.3816	12.2707	12.4884	11.0792
210145_at	PLA2G4A	11.1149	9.5469	9.4099	9.4923	8.4652	9.0266	9.7277	11.7626
200768_s_at	MAT2A	11.9080	11.9146	11.7230	11.8146	11.7358	11.4324	11.7358	11.8146
221060_s_at	TLR4	5.1780	5.3352	5.2450	5.5878	5.8178	4.8777	6.0581	5.3049
221750_at	HMGCS1	8.6533	6.9300	9.0605	9.3019	8.9481	9.0656	9.0695	11.8651
201620_at	MBTPS1	7.1122	8.4461	7.5671	7.3647	7.3421	7.6602	7.3581	7.4610
