id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156
209261_s_at	NR2F6	7.3119	7.7583	7.2835	7.1713	7.0045	7.3468	7.0543	7.0389
213354_s_at	NR2F6	5.8350	5.6941	5.6141	5.4270	5.6420	6.0392	5.6026	5.9773
201865_x_at	NR3C1	9.2396	9.2388	8.9120	8.2915	8.4249	8.1805	8.0835	8.6960
201866_s_at	NR3C1	7.6017	7.3036	7.3246	7.1821	7.7288	7.4259	7.2998	7.4980
211671_s_at	NR3C1	9.4434	9.8586	9.5042	8.7996	8.9020	8.7024	8.4366	9.0854
205259_at	NR3C2	5.9485	6.9606	6.1794	5.6801	6.2829	5.8259	6.8397	5.7444
202340_x_at	NR4A1	6.3971	6.7542	6.3638	6.1134	6.0785	6.8305	6.4359	6.6427
210226_at	NR4A1	5.6199	5.4754	5.1696	5.2461	5.4422	5.7784	5.2304	5.3692
211143_x_at	NR4A1	6.3296	6.5838	6.1243	6.2437	6.4028	6.8021	6.3185	6.3697
204621_s_at	NR4A2	7.1980	6.5107	7.1511	5.9712	7.0516	7.2138	6.4354	6.7465
204622_x_at	NR4A2	7.4867	6.4351	7.4916	6.2974	7.1185	7.1152	6.3470	7.3620
216248_s_at	NR4A2	7.6369	7.2792	7.8342	6.6385	7.2294	7.2744	6.5196	7.3402
207978_s_at	NR4A3	5.1133	4.8420	4.8313	4.5699	4.3087	4.2750	4.5825	4.9551
209959_at	NR4A3	6.0268	4.8590	5.7998	5.0367	4.5816	4.6167	4.7446	5.3071
216979_at	NR4A3	6.0067	5.9291	5.7443	5.4480	5.7454	6.0321	5.4705	6.1107
210333_at	NR5A1	5.9284	5.8126	5.8182	5.7879	5.8653	6.1918	5.7757	6.2822
208337_s_at	NR5A2	4.0976	4.3654	4.0022	3.8550	3.5777	4.7203	4.4244	4.5522
208343_s_at	NR5A2	4.1899	4.0717	3.9567	3.6089	3.3779	4.4685	4.4573	4.5077
210174_at	NR5A2	4.4948	3.9361	4.0775	3.9394	3.6244	4.7081	5.0402	4.7648
207742_s_at	NR6A1	5.2823	5.2356	5.1237	5.0580	4.9162	5.3046	5.2058	5.2297
210391_at	NR6A1	6.1018	6.0235	5.7704	6.1648	5.9269	6.1509	5.9794	5.9921
210392_x_at	NR6A1	5.1428	4.9843	5.0049	4.7762	4.9033	5.4312	4.8197	4.9875
211402_x_at	NR6A1	4.8135	4.6746	4.6876	4.4444	4.4817	4.9973	4.5835	4.6943
207089_at	NRAP	5.7529	5.0173	5.3214	5.3739	4.8466	5.8276	5.1421	5.8948
221803_s_at	NRBF2	7.8495	8.3836	8.2929	7.8104	8.3360	7.6083	8.4175	8.0586
217765_at	NRBP1	10.2801	9.3546	10.0643	10.2216	9.7220	10.0818	9.7174	10.5441
204105_s_at	NRCAM	9.1516	8.8182	8.0172	6.9406	8.9956	8.1306	8.5516	8.2223
216959_x_at	NRCAM	6.3828	5.9549	6.0789	5.4352	6.1470	6.1461	5.7922	5.7190
208709_s_at	NRD1	9.3774	9.2993	9.4620	9.5696	9.8375	10.3201	9.4444	9.4599
204651_at	NRF1	6.3532	6.6014	6.4849	6.3949	6.6160	6.6318	6.5446	6.1152
204652_s_at	NRF1	6.8283	6.8386	6.9052	6.3995	7.1302	6.8635	7.0803	6.5832
211279_at	NRF1	6.0023	6.0524	5.9912	6.1764	6.1435	6.2664	5.9392	6.0332
211280_s_at	NRF1	6.4693	6.1862	6.2465	6.2396	6.3884	6.6503	6.3379	6.3689
206237_s_at	NRG1	7.0985	6.8426	6.8505	6.5322	6.8504	6.7788	6.7192	6.9239
206343_s_at	NRG1	10.4773	10.2270	10.1113	10.5002	9.6432	10.4224	10.5118	11.0772
208230_s_at	NRG1	6.7924	6.4665	6.3777	6.4492	6.4544	6.2571	6.3804	6.4630
208231_at	NRG1	5.3731	5.3318	5.1187	4.8571	5.0559	5.2643	5.1774	5.4273
208241_at	NRG1	6.6678	7.3180	6.3906	6.6057	6.2871	6.5251	6.3170	6.5558
206879_s_at	NRG2	5.3509	5.2768	5.1542	5.3505	4.9019	5.3632	5.1952	5.7796
208062_s_at	NRG2	5.1794	4.8655	4.6131	5.1000	4.7969	5.0767	4.9468	5.0153
204081_at	NRGN	4.6860	3.8965	5.3121	6.1739	4.5802	4.9778	4.5929	5.3799
202600_s_at	NRIP1	8.0824	7.6183	6.7023	5.8755	6.9635	6.5407	6.8118	7.0637
215104_at	NRIP2	6.1122	5.3996	6.1005	5.9204	5.4888	6.1747	5.8005	6.6100
219557_s_at	NRIP3	8.0827	8.5032	8.7441	7.6747	7.8592	8.3680	7.7981	6.3301
206596_s_at	NRL	5.4908	5.0368	4.8789	5.5083	5.2513	5.4678	5.0248	5.2438
206597_at	NRL	6.3041	5.9398	6.0974	6.1616	5.9190	6.3491	6.0624	6.1897
218625_at	NRN1	5.9961	6.4009	5.5722	6.3117	7.7382	5.2306	9.3068	7.2438
210510_s_at	NRP1	10.5624	9.8586	9.1656	9.5188	8.5074	9.1958	10.5331	9.2079
210615_at	NRP1	5.3436	5.3979	5.0487	4.9617	4.9104	5.1078	5.0822	5.4651
212298_at	NRP1	12.4914	11.6336	10.6600	11.3818	9.7391	11.3342	12.2001	10.7373
210841_s_at	NRP2	6.4526	5.9745	6.2964	6.3401	6.6830	6.8129	6.3366	6.2305
210842_at	NRP2	5.1168	5.0336	4.7560	4.8859	4.9540	5.0938	4.9680	5.2159
211844_s_at	NRP2	5.8870	5.6791	5.2910	5.5474	6.0275	5.8982	5.8295	5.7448
214632_at	NRP2	6.1469	6.0814	5.1463	5.6267	6.5669	6.0701	6.1872	5.5522
218359_at	NRSN2	8.2069	7.6928	7.4610	8.3892	8.0078	7.5913	7.4134	7.9824
210683_at	NRTN	5.3828	4.8390	4.9638	4.6247	4.5138	5.3451	4.6009	4.6290
209914_s_at	NRXN1	7.4350	6.1045	6.7496	7.0047	7.4763	7.2663	6.8508	6.8128
209915_s_at	NRXN1	5.9363	4.7238	5.4168	5.4675	5.7172	5.5160	5.1404	5.4991
216096_s_at	NRXN1	5.3824	4.6686	5.0032	4.8866	5.0095	5.1755	5.0358	5.2339
209982_s_at	NRXN2	5.8127	5.5980	6.3048	5.2908	5.1763	6.3819	6.0558	5.7626
209983_s_at	NRXN2	6.0546	5.7888	6.5351	5.9650	5.8921	6.6540	6.3129	6.4635
205795_at	NRXN3	7.1580	6.6194	6.2429	7.1575	6.7133	6.0572	6.6089	6.4665
215020_at	NRXN3	5.8278	5.5239	5.5821	5.9273	5.7059	5.5320	5.7627	5.5750
215021_s_at	NRXN3	6.9009	6.4947	6.3993	6.5510	6.4167	6.6311	6.5827	6.6954
201922_at	NSA2	10.1185	10.5992	10.4157	10.3668	10.5825	9.9725	10.5743	10.4950
219084_at	NSD1	6.8542	7.4955	6.6280	6.8268	6.9275	6.8662	7.2386	7.1669
209279_s_at	NSDHL	8.1566	7.2746	7.7026	8.2808	7.8289	8.4477	7.9573	9.2992
202395_at	NSF	8.3803	8.0591	8.7170	8.6904	8.2153	8.4593	8.3432	8.2247
217830_s_at	NSFL1C	8.6072	8.8777	8.9262	8.6997	8.5390	9.2803	7.9920	8.7412
217831_s_at	NSFL1C	9.5334	9.0009	9.8189	9.5118	9.4383	10.3272	8.4250	9.8495
220248_x_at	NSFL1C	9.5731	9.6793	10.1426	9.5480	9.6437	10.2786	8.4188	9.8542
209483_s_at	NSL1	5.7774	5.6728	5.5034	5.6201	5.6175	5.7996	5.7065	6.0540
209484_s_at	NSL1	6.5974	6.8032	7.1997	6.4548	7.4337	6.9528	6.9750	6.5899
203269_at	NSMAF	7.0723	7.0225	7.3785	6.8877	6.9239	6.7932	7.2350	7.1011
211376_s_at	NSMCE4A	9.0414	8.9024	9.2037	9.4181	9.4256	9.4195	9.4812	9.2841
219067_s_at	NSMCE4A	9.0920	9.3836	9.4919	9.3905	9.1716	9.5008	9.6163	8.8633
219458_s_at	NSUN3	5.5950	6.2164	5.8014	5.6127	6.2896	5.9917	6.0536	5.7880
203802_x_at	NSUN5	8.9018	8.3223	8.6782	8.2618	8.2360	8.2935	8.6782	8.1648
213773_x_at	NSUN5	9.6953	9.2746	9.6842	9.0634	9.0933	9.0126	9.5778	8.6414
213670_x_at	NSUN5P1	8.2984	8.0653	7.9705	7.9327	8.5646	8.2941	8.3894	8.0388
214100_x_at	NSUN5P1	9.2000	8.5142	8.5758	8.1017	8.5263	8.4395	8.8236	8.4057
213460_x_at	NSUN5P2	9.0728	8.8690	8.8324	8.4197	8.9107	8.6644	9.0658	8.4704
213842_x_at	NSUN5P2	8.9364	8.8737	8.8513	8.3598	8.3258	8.4927	9.2062	8.1870
222128_at	NSUN6	5.8727	6.2028	5.8163	5.7260	5.3497	5.8882	4.9397	5.7930
220194_at	NSUN7	5.3897	5.5519	5.1305	5.0670	4.9765	4.9440	5.0249	5.3223
219214_s_at	NT5C	9.2692	9.0487	9.2151	9.8036	9.2310	9.9203	9.2644	9.4518
209155_s_at	NT5C2	6.3927	5.8774	7.0271	6.2188	6.0959	7.1689	6.2155	6.6168
218786_at	NT5DC3	8.5059	7.5530	8.1905	8.3353	8.6139	8.7054	8.9741	8.6226
203939_at	NT5E	13.4769	12.2885	13.3113	12.8492	13.2520	14.1335	13.2865	11.6923
219708_at	NT5M	6.6150	6.6889	6.6593	6.7426	6.4383	6.8889	6.6291	6.8833
213061_s_at	NTAN1	10.4922	10.7028	10.1025	10.0773	10.0935	9.8337	10.1227	11.3922
213062_at	NTAN1	10.1150	10.4545	9.7895	9.4817	9.7190	10.1120	9.7834	10.4599
206706_at	NTF3	7.0082	6.0091	6.8751	7.0951	6.3869	6.5342	6.3253	6.9287
209731_at	NTHL1	7.9616	7.7638	7.5390	8.1294	7.5991	8.6850	7.8195	8.2409
222020_s_at	NTM	4.7368	4.3020	4.6103	4.3322	5.0252	4.2285	3.7448	3.5834
208005_at	NTN1	5.5707	5.2408	5.3409	5.2634	5.2832	5.7411	5.2559	5.5963
207640_x_at	NTN3	5.7593	5.7042	5.7068	5.5171	5.6416	6.0595	5.5103	5.8221
206713_at	NTNG1	5.3597	5.2976	5.1965	5.3204	5.1476	5.2270	5.1239	5.3210
208605_s_at	NTRK1	6.6437	5.9601	6.3380	5.9452	5.8062	6.4430	6.2042	6.4756
207152_at	NTRK2	5.6541	5.2636	5.5908	5.5676	5.5862	5.6774	5.6243	5.4410
214680_at	NTRK2	3.0084	3.9750	4.2184	3.2621	3.5211	3.0471	4.3536	3.0809
221795_at	NTRK2	0.6536	2.6641	1.5008	0.5459	1.7977	0.0000	3.6047	0.3799
221796_at	NTRK2	0.4783	3.2570	2.7068	1.1769	2.4223	0.1449	3.8313	0.8857
206462_s_at	NTRK3	5.4241	5.1349	5.3363	5.5753	5.3247	5.3372	5.6544	5.4857
213960_at	NTRK3	4.1227	3.6558	4.2254	4.5248	4.3711	4.6280	4.8407	4.4120
215025_at	NTRK3	5.3506	5.1579	5.3430	5.2377	5.3791	5.5952	5.1202	5.6398
215115_x_at	NTRK3	5.3726	5.2678	5.0619	5.8229	5.3118	5.2047	5.3269	5.4611
215311_at	NTRK3	3.9433	3.9260	4.1914	4.4084	4.4064	4.5872	5.1359	4.4630
217033_x_at	NTRK3	5.0949	5.2732	5.1248	5.7378	5.5015	5.3649	5.5390	5.3408
217377_x_at	NTRK3	4.8273	4.8275	4.7615	5.3988	5.0146	5.0603	5.0667	4.9799
206291_at	NTS	1.6601	0.7799	0.6829	2.6975	2.1102	3.0172	1.7092	3.3514
207360_s_at	NTSR1	5.6783	5.3218	5.5428	5.2374	5.6290	6.1518	5.5420	5.7534
206899_at	NTSR2	5.6918	5.1881	5.5878	5.8837	5.6872	5.3994	5.1122	5.6327
204589_at	NUAK1	9.9037	8.7211	9.5127	8.8913	8.9096	8.2625	8.7976	9.4142
203978_at	NUBP1	8.7099	8.4433	8.5265	8.5822	8.3876	8.7499	8.5866	8.5779
218227_at	NUBP2	8.6542	8.4176	8.2456	8.7484	8.7150	8.9828	8.4338	8.4486
220176_at	NUBPL	6.2675	6.2597	5.7028	6.1727	6.0996	6.4560	5.9647	6.2660
200646_s_at	NUCB1	8.2670	7.5446	7.7137	7.8067	7.8351	8.3998	7.9734	8.2352
200649_at	NUCB1	9.4683	8.7990	8.9690	8.9811	9.1001	9.5942	9.4343	9.7583
217802_s_at	NUCKS1	11.8291	11.9344	12.8071	12.5832	12.1867	13.0805	12.8857	12.4789
222027_at	NUCKS1	8.1335	8.9586	8.5189	8.9971	8.8145	8.8970	8.2017	8.7929
201173_x_at	NUDC	11.8254	11.3347	11.4666	11.3021	12.0779	11.2056	11.3044	11.4559
210574_s_at	NUDC	11.6256	10.9625	11.1125	11.1384	11.7557	10.6906	11.0345	10.9775
210575_at	NUDC	5.8391	5.6777	5.4685	5.2614	5.4283	5.7965	5.3787	5.8062
201269_s_at	NUDCD3	6.6576	6.5380	6.5544	6.6291	6.3909	6.7192	6.5813	6.6627
204766_s_at	NUDT1	6.8704	6.7068	7.0544	7.0034	6.7316	6.8463	7.2216	6.1897
219855_at	NUDT11	4.5912	4.0670	4.6403	4.2891	5.2732	5.8189	4.3765	4.0175
214136_at	NUDT13	5.8114	6.4101	5.5190	5.6790	5.7408	5.5762	5.7083	6.0885
219347_at	NUDT15	11.0826	9.6870	10.3029	10.5123	10.2182	9.6987	10.6964	9.7721
219665_at	NUDT18	6.6495	7.2402	6.7916	6.8126	6.6577	6.6010	6.9826	7.0363
218609_s_at	NUDT2	8.1433	7.8721	8.0631	8.2998	8.2121	9.1888	8.2174	8.8081
202697_at	NUDT21	6.8998	6.8088	6.9291	6.8295	7.1169	6.9196	7.5838	7.0676
213461_at	NUDT21	8.0265	7.8073	7.7985	7.9083	8.4430	7.8045	7.5345	7.8232
221579_s_at	NUDT3	9.9554	9.5562	9.7555	10.3421	10.3478	9.8183	9.7703	9.8305
206303_s_at	NUDT4	6.5619	7.7184	5.9649	7.3904	8.1114	7.3540	7.4631	6.7125
212183_at	NUDT4	6.2023	7.1006	5.6625	7.1804	7.6358	7.1751	7.0928	6.3653
220183_s_at	NUDT6	7.0468	7.7565	6.9770	7.0976	6.7975	7.9811	6.9853	7.3934
215818_at	NUDT7	5.0330	5.1774	5.0467	5.1562	5.0105	5.1585	4.9467	4.9982
215824_at	NUDT7	5.0096	4.9662	4.8144	4.6601	4.5609	4.7494	4.7397	5.0829
205134_s_at	NUFIP1	6.9432	6.9045	6.7555	6.8867	7.0662	6.9987	7.1771	7.0942
205135_s_at	NUFIP1	8.0159	7.8342	7.4490	7.9116	8.3474	7.9432	8.0080	7.9761
205136_s_at	NUFIP1	6.5118	6.5939	6.3283	6.9225	7.1118	6.9227	6.5304	6.4054
200747_s_at	NUMA1	9.5125	9.0942	9.1339	9.1777	8.5666	9.0525	8.9240	8.8036
214250_at	NUMA1	6.1466	6.7508	5.8676	5.6722	5.3252	5.9298	5.5366	5.8367
214251_s_at	NUMA1	7.3638	6.9382	6.9192	7.1009	6.3041	6.9252	6.4743	6.7256
207545_s_at	NUMB	7.3784	7.5099	7.5751	7.0252	7.4465	7.4930	7.7117	7.5628
209073_s_at	NUMB	7.7400	8.1173	7.6858	7.7488	7.8179	7.7732	7.6404	8.2421
218768_at	NUP107	10.5311	10.8274	10.0225	10.4776	10.3940	10.4197	10.2408	9.3604
202097_at	NUP153	9.9071	9.3688	9.8826	9.8612	9.9462	9.7365	10.1782	9.5583
206550_s_at	NUP155	8.3168	8.6763	8.6326	8.3270	8.7789	8.4613	8.6950	8.4496
212709_at	NUP160	9.2652	8.6635	9.3262	9.4951	8.7717	9.5444	9.3898	8.9280
214962_s_at	NUP160	6.9482	7.3429	7.2277	7.4280	7.1627	7.2758	7.2431	7.3426
214963_at	NUP160	6.3564	6.6512	6.5117	7.0181	6.7624	6.7533	6.7116	6.9210
212691_at	NUP188	9.2414	9.3015	9.8502	9.3657	10.1603	9.6267	9.7418	8.6250
214675_at	NUP188	5.4089	5.6232	5.3359	5.4963	5.2735	5.6164	5.3156	5.7934
217601_at	NUP188	6.1316	5.9890	5.8684	5.7449	6.0219	6.0883	6.2631	6.3326
212247_at	NUP205	10.7860	11.2087	10.9109	10.4036	10.4058	10.6008	10.9116	9.9388
222382_x_at	NUP205	6.2669	6.7016	6.4455	6.2949	6.3246	6.6303	6.2806	6.1385
212315_s_at	NUP210	6.6846	7.0391	6.9356	6.6869	7.4083	7.0485	6.9869	6.6976
212316_at	NUP210	8.2974	8.8936	8.7807	8.3272	8.9000	8.4255	8.9978	7.8760
213947_s_at	NUP210	7.1007	8.8099	8.1132	7.8694	8.9801	7.6758	8.5228	6.7518
220035_at	NUP210	4.6846	5.3994	5.3340	5.6936	5.6436	5.1520	5.2166	5.2855
202155_s_at	NUP214	6.3385	6.8774	6.6540	6.8615	6.7763	6.1383	6.9132	7.0257
211261_at	NUP214	6.8226	6.4393	6.6545	6.6790	6.1720	6.8797	6.6208	6.8224
218622_at	NUP37	7.9151	7.8514	8.0656	8.3207	7.8071	8.2780	8.0478	7.7520
219007_at	NUP43	8.0749	7.9165	8.0300	7.7280	7.3192	8.4549	8.1234	8.0590
213682_at	NUP50	8.8477	8.2917	8.5376	8.8726	8.2997	8.6805	9.0401	9.1007
218293_x_at	NUP50	5.7509	5.8333	5.6785	5.3941	5.7139	5.8116	5.6929	5.8066
218294_s_at	NUP50	7.2432	7.7836	7.4085	7.4044	7.2414	7.7267	7.9404	7.0586
218295_s_at	NUP50	8.1841	8.2183	8.2123	8.2696	7.8284	8.1635	8.5517	8.8785
215213_at	NUP54	5.2649	5.3551	5.1018	4.9867	4.7930	5.0071	4.9914	5.3775
218256_s_at	NUP54	10.2007	10.0914	9.9757	10.0774	9.4647	10.2935	10.2281	9.5262
207740_s_at	NUP62	9.7114	9.8587	10.1533	10.0111	9.9718	10.1197	10.3654	9.6212
220520_s_at	NUP62CL	5.5147	5.8960	5.7889	4.9373	5.1406	6.0996	5.8601	5.3984
214192_at	NUP88	6.1633	5.0298	5.4450	5.8858	5.7442	5.7412	5.4564	6.4841
203194_s_at	NUP98	8.9475	8.7118	8.6730	8.5582	8.2426	8.7034	8.4787	8.4788
203195_s_at	NUP98	8.4145	8.1660	8.2004	8.4185	8.1697	8.4817	7.8722	8.1928
210793_s_at	NUP98	9.2752	9.8162	9.2832	9.8185	9.7930	8.8770	9.5903	8.0842
204435_at	NUPL1	7.6234	7.5892	7.6131	7.7184	7.7785	8.1818	7.6869	7.3514
204003_s_at	NUPL2	7.4069	6.7257	7.4855	7.3225	7.3922	7.7668	7.5069	7.2735
209230_s_at	NUPR1	7.2409	6.5883	7.1825	6.6222	5.4242	7.7253	7.4880	9.2611
37079_at	NUS1P3	7.0202	7.0923	6.9166	7.1550	6.9053	6.8359	6.9669	7.0252
219978_s_at	NUSAP1	9.3250	9.1439	9.9296	7.8783	8.8514	9.9117	9.4471	7.7436
202397_at	NUTF2	10.3546	10.3314	10.8648	10.4866	10.3385	10.1648	10.8928	10.3476
208922_s_at	NXF1	9.7899	9.3258	9.3658	9.7167	9.6120	9.5738	9.3618	9.0686
220981_x_at	NXF2	6.4369	6.2591	6.1602	6.4451	6.1991	6.2419	6.0503	6.5105
220110_s_at	NXF3	6.1046	5.1501	5.1162	4.7097	5.5496	5.6619	5.1681	5.3709
219489_s_at	NXN	11.5166	10.5089	11.2494	11.1010	10.5067	12.0851	11.4877	12.5856
221991_at	NXPH3	6.7844	6.0530	6.3319	6.4020	6.5835	6.6555	6.5536	6.9423
221967_at	NXPH4	6.1864	5.8490	6.3158	5.7654	5.8723	6.2968	6.4240	6.6360
218708_at	NXT1	9.7992	8.7318	8.6067	8.9342	9.1966	8.8385	7.5400	8.2856
209628_at	NXT2	6.6642	6.7945	7.5565	6.1609	6.8513	7.3818	6.9843	7.2444
209629_s_at	NXT2	6.9986	6.9950	7.7019	6.4677	7.1000	7.2417	7.0332	7.3596
220911_s_at	NYNRIN	4.5860	3.5317	4.0960	4.2941	4.0102	4.9875	4.2063	4.4462
221684_s_at	NYX	5.3928	5.2531	5.3500	5.0308	5.1557	5.3462	5.1733	5.3919
202869_at	OAS1	6.2368	5.7496	5.5681	5.4915	6.6701	6.7762	5.9394	4.8670
205552_s_at	OAS1	5.9498	6.3539	6.0130	6.1046	6.2080	6.9003	6.1539	5.4242
204972_at	OAS2	4.9972	5.3947	4.9304	5.2727	5.0564	4.9302	5.6943	5.0598
206553_at	OAS2	6.0902	5.9766	5.9683	6.0302	5.7707	6.1058	6.1560	6.2016
218400_at	OAS3	7.8724	7.8757	7.9438	8.1285	7.7453	7.9804	8.5471	6.9140
205660_at	OASL	7.2199	5.7042	7.7208	7.1063	6.0547	7.4692	8.0168	7.6497
210797_s_at	OASL	7.2923	5.4486	7.4437	7.1125	6.1955	7.5076	8.1680	7.4910
201599_at	OAT	11.6357	10.6795	12.0644	12.0827	12.2865	11.4342	11.1614	11.5082
200077_s_at	OAZ1	13.4859	13.1804	13.3706	13.4029	13.2880	13.0389	13.4506	13.3235
215952_s_at	OAZ1	10.8377	9.6940	10.5922	10.6945	11.2320	11.5428	10.5491	11.0198
201364_s_at	OAZ2	8.0530	7.9628	7.9042	8.3372	7.6549	7.9654	8.2370	8.5782
201365_at	OAZ2	8.7526	9.0547	8.6442	9.1216	8.7473	9.0448	9.1949	9.1428
213863_s_at	OAZ3	6.2533	6.0103	5.9224	5.9991	5.9995	6.2019	6.0191	6.1821
222075_s_at	OAZ3	5.7989	6.4134	7.0206	4.7318	5.3669	6.6315	5.4334	6.0725
219100_at	OBFC1	7.4877	7.7236	7.7994	8.2804	7.8205	8.3033	7.9537	8.5168
219334_s_at	OBFC2A	6.3358	6.4880	6.1005	5.7689	6.0077	6.4303	6.0440	6.0388
218903_s_at	OBFC2B	8.5763	8.1332	8.2752	8.4711	8.4453	8.4869	8.0214	7.9846
220848_x_at	OBP2A	6.3665	5.8605	5.7815	6.0276	6.1305	6.2078	5.9551	6.4177
220427_at	OBSCN	6.7405	6.4553	6.5533	6.7588	6.4539	7.0151	6.5687	6.6352
212775_at	OBSL1	8.0323	8.0256	8.8248	8.6899	8.0380	6.6833	9.1347	8.7630
212776_s_at	OBSL1	9.0979	9.3824	9.1277	9.3720	8.8458	7.8633	9.2759	8.9975
213946_s_at	OBSL1	6.9983	6.7134	6.8596	6.4788	6.5102	6.9242	6.5013	6.9372
214928_at	OBSL1	5.8278	5.6191	5.5771	5.5590	5.7044	5.6679	5.4487	5.5575
206498_at	OCA2	4.3860	5.1348	5.3608	5.1649	4.4779	4.9109	4.3434	4.3876
205441_at	OCEL1	6.7390	6.8558	6.9385	6.9629	6.6302	6.8739	6.9090	7.8900
208274_at	OCLM	5.6422	5.4081	5.4400	5.8431	5.5021	5.9343	5.4912	5.7890
207944_at	OCM2	5.5276	5.2482	5.5702	5.3810	5.1902	5.5615	5.3312	5.7778
203446_s_at	OCRL	8.8116	9.2533	8.8582	8.8050	8.7128	8.9474	8.2837	8.7497
208316_s_at	OCRL	8.2169	8.1314	7.9638	7.8796	7.5698	7.8409	7.3616	7.7607
220133_at	ODAM	4.2655	4.0868	4.8079	5.2287	3.8262	4.8034	5.1659	5.0347
200790_at	ODC1	10.8590	9.3788	9.7067	10.3979	9.4492	8.5487	8.9493	8.8820
214485_at	ODF1	4.8723	5.1920	5.0109	4.6876	4.8070	5.2680	4.8356	4.7088
210415_s_at	ODF2	7.2814	8.0353	7.6261	7.3487	8.2711	7.7146	7.6556	7.1327
205728_at	ODZ1	5.8331	5.1022	5.1818	4.6646	5.0066	5.0854	5.0320	5.5860
219523_s_at	ODZ3	7.7929	7.6579	7.5087	6.3629	7.0708	6.9761	7.9767	8.3285
213273_at	ODZ4	4.5593	5.5298	4.9058	4.8215	5.5131	5.2432	4.3253	4.9272
203569_s_at	OFD1	7.2143	7.1837	7.8519	6.7555	7.7380	7.6872	7.4256	7.8087
201282_at	OGDH	10.8119	10.2222	10.6357	10.5806	10.0659	10.4211	10.3722	10.8336
219277_s_at	OGDHL	4.5593	5.5411	4.9615	5.9356	5.6651	5.5863	5.5654	4.9473
221090_s_at	OGFOD1	8.3915	7.6315	8.1166	8.9773	8.5323	8.2341	8.5391	8.1796
219245_s_at	OGFOD2	7.2388	7.4339	7.2963	7.2289	7.0864	7.4904	7.2213	7.4637
219246_s_at	OGFOD2	6.6552	6.3979	6.3635	6.5221	6.5895	6.7180	6.3128	6.5212
44617_at	OGFOD2	6.5407	7.0581	6.6146	7.0257	7.0139	7.1946	7.0819	7.0537
202841_x_at	OGFR	8.1514	8.2092	8.4756	8.4682	8.0862	8.5256	8.3616	8.3099
210443_x_at	OGFR	7.9488	8.0764	8.0754	8.1405	7.8596	8.3015	8.0594	8.0833
211512_s_at	OGFR	8.1028	7.3006	7.7550	7.8408	8.1421	7.9061	8.2253	7.7903
211513_s_at	OGFR	7.1967	7.0806	7.1853	7.1704	7.3218	7.2091	7.1651	7.1272
219582_at	OGFRL1	11.9479	11.3874	11.7461	11.3156	11.3536	12.1941	12.1466	11.6715
205301_s_at	OGG1	7.6515	7.8687	7.9451	7.7349	7.7556	8.0716	7.8205	7.9923
205760_s_at	OGG1	7.7279	8.5118	7.6327	8.0696	7.8746	7.8395	7.3111	7.6183
215272_at	OGG1	5.9687	5.8236	5.6598	5.9228	5.7493	6.3044	5.6745	6.0326
218730_s_at	OGN	7.1471	5.8861	5.0721	4.7734	5.0647	5.3390	6.8565	7.2368
207563_s_at	OGT	7.3728	7.3033	7.1538	7.7904	7.2900	7.7479	8.4635	8.9034
207564_x_at	OGT	8.5855	8.6162	8.6967	8.6618	8.7117	9.3463	9.9117	9.8413
209240_at	OGT	9.8819	10.4856	9.9463	9.6720	10.0483	10.1379	10.3380	10.9280
212307_s_at	OGT	7.0873	7.9356	7.1230	7.3667	7.2362	7.8125	8.2093	8.0418
220594_at	OGT	6.3982	6.0251	5.9801	5.8815	6.0255	5.9767	6.2573	6.6032
213599_at	OIP5	7.8905	8.5240	8.4613	7.7534	8.0530	8.0659	8.6384	7.9055
219293_s_at	OLA1	11.4294	11.2537	11.7395	11.5565	11.3880	12.1141	11.8738	11.2772
219975_x_at	OLAH	4.4432	3.9696	4.4384	3.9432	4.0600	4.8042	3.9762	4.7969
205591_at	OLFM1	5.7243	4.5396	5.6865	5.9509	5.9540	5.4528	4.5076	4.9427
210924_at	OLFM1	5.5836	5.1250	5.5711	5.4716	5.4029	5.6261	5.4823	5.6540
213131_at	OLFM1	3.0891	3.0474	3.3101	3.5708	3.7877	3.2856	2.8402	3.2634
212768_s_at	OLFM4	9.1743	7.4833	8.5117	7.9634	7.6451	7.1821	9.9048	7.4036
217525_at	OLFML1	5.3745	4.2624	4.6701	4.4480	3.8847	5.4213	4.9174	5.6172
213075_at	OLFML2A	8.9198	9.5849	10.1774	10.1518	9.3463	9.0811	9.7576	9.8718
213125_at	OLFML2B	3.4972	3.2694	4.2863	3.1164	3.6495	3.4131	4.6555	4.1915
218162_at	OLFML3	7.0494	6.3809	5.6180	7.5326	7.1227	6.8756	7.2971	7.3528
213824_at	OLIG2	4.8922	4.8817	5.0392	4.5780	5.0390	5.6900	4.9152	4.9775
213825_at	OLIG2	3.1176	3.1024	3.7765	2.8146	4.0044	4.4881	3.6282	2.4344
210004_at	OLR1	4.9429	4.3264	4.8844	3.1942	4.2877	3.7781	3.5687	4.5046
205907_s_at	OMD	5.5516	4.9281	3.3542	3.7971	4.0376	3.7000	4.2117	5.3218
